63 40
-1.510159e-001	2.449408e+000	-3.420190e-001	-2.660460e-001	-9.897222e-001	-6.938651e-001	-4.850857e-001	-1.137746e-001	-8.291937e-001	-4.183175e-001	-1.685048e-001	-6.284429e-001	1.675111e+000	-5.049206e-003	-1.313683e-001	-3.517635e-001	-1.016640e+000	-2.265603e-001	1.089437e+000	-7.649635e-001	-7.882857e-002	-8.513159e-001	-2.635413e-001	4.441857e-001	2.847048e-001	-5.832841e-001	8.252667e-001	2.401332e+000	5.771651e-001	-2.438635e-001	-2.800746e-001	4.878683e-001	-2.703492e-001	2.301127e-001	-2.500365e-001	-1.069683e-002	5.489968e-001	3.205444e-001	-8.875397e-002	-4.867698e-001	
-5.211587e-002	7.811079e-001	-3.728190e-001	-2.110460e-001	-2.404222e-001	6.246349e-001	-2.497857e-001	1.337254e-001	-7.784937e-001	3.477825e-001	-8.130476e-002	-4.934429e-001	2.204111e+000	-5.717492e-001	-7.636825e-002	-4.454635e-001	-1.017140e+000	-3.224603e-001	5.194365e-001	-7.189635e-001	-2.258286e-001	2.261841e-001	-8.614127e-002	1.764686e+000	6.024048e-001	-6.938841e-001	5.966667e-003	3.897832e+000	-8.981349e-001	-3.563492e-003	-3.952746e-001	-1.240632e+000	-1.858492e-001	2.282127e-001	-2.858365e-001	-1.463968e-001	-1.614032e-001	1.029444e-001	1.654603e-002	-4.744698e-001	
-6.411587e-002	2.562208e+000	-3.404190e-001	-2.490460e-001	-9.045222e-001	-5.047651e-001	-6.790857e-001	-1.803746e-001	-7.921937e-001	4.019825e-001	-6.134048e-001	-6.072429e-001	-2.580889e-001	-4.719492e-001	-1.303683e-001	-4.448635e-001	-9.060397e-001	-3.453603e-001	-1.104563e+000	-1.515963e+000	-1.656286e-001	-4.207159e-001	-2.312413e-001	1.318986e+000	1.884505e+000	-6.463841e-001	4.938667e-001	3.435032e+000	-8.877349e-001	-1.009635e-001	-5.006746e-001	-4.370317e-001	-1.311492e-001	-3.847873e-001	-2.953365e-001	-2.331968e-001	-6.019032e-001	1.832744e+000	8.424603e-002	-7.536698e-001	
-1.011587e-002	3.543908e+000	-7.911190e-001	7.565397e-002	-5.647222e-001	4.001349e-001	-4.244857e-001	-3.103746e-001	-7.695937e-001	8.198254e-002	-7.964048e-001	2.357143e-003	2.061911e+000	-2.971492e-001	3.183175e-002	-9.276349e-002	-1.258340e+000	-3.603603e-001	-2.067635e-001	-1.648263e+000	-9.622857e-002	-7.382159e-001	1.712587e-001	8.995857e-001	2.985805e+000	-8.586841e-001	8.377667e-001	5.139532e+000	-4.723492e-002	-3.161635e-001	1.874254e-001	1.998468e+000	-2.510492e-001	5.512698e-003	-8.373651e-002	-2.192968e-001	-1.270003e+000	-3.865556e-002	6.344603e-002	1.589930e+000	
-7.691587e-002	2.430108e+000	-7.101905e-002	-1.303460e-001	-8.874222e-001	-7.963651e-001	-9.648857e-001	-2.266746e-001	-8.549937e-001	6.308254e-002	-2.271048e-001	-5.365429e-001	1.077911e+000	-3.384492e-001	9.343175e-002	-3.266635e-001	-5.881397e-001	-2.164603e-001	3.173037e+000	-1.371463e+000	-1.965286e-001	4.876841e-001	1.587302e-004	9.297857e-001	5.287048e-001	-9.553841e-001	8.220667e-001	2.930232e+000	2.269651e-001	-3.360635e-001	-1.357460e-002	2.318868e+000	1.012508e-001	-5.563873e-001	-1.527365e-001	1.682032e-001	-1.957903e+000	1.375644e+000	-4.395397e-002	-4.219698e-001	
-1.106159e-001	1.842408e+000	-5.628190e-001	-1.700460e-001	-7.996222e-001	-4.931651e-001	-4.349857e-001	-1.546746e-001	-8.498937e-001	-1.970175e-001	3.595238e-003	-6.204429e-001	2.805911e+000	3.159508e-001	-1.466825e-002	8.873651e-002	-1.075140e+000	-2.336603e-001	3.762837e+000	-8.169635e-001	-2.016286e-001	-5.756159e-001	-9.274127e-002	7.363857e-001	8.080476e-002	-1.715841e-001	2.083867e+000	2.377132e+000	1.229665e+000	-2.952635e-001	-9.317460e-002	-9.507317e-001	-1.941492e-001	1.188127e-001	-2.376365e-001	1.154032e-001	-1.473903e+000	7.191444e-001	-3.450540e-001	-6.345698e-001	
6.808413e-002	1.127608e+000	-2.839190e-001	2.036540e-001	-6.843222e-001	-1.127165e+000	-8.161857e-001	-1.156746e-001	-4.082937e-001	6.382540e-003	-4.035048e-001	-4.088429e-001	4.221211e+000	3.502508e-001	-6.856825e-002	-3.226635e-001	-1.144940e+000	-1.916603e-001	2.193137e+000	-1.169263e+000	1.523714e-001	-5.449159e-001	7.745873e-002	1.964786e+000	3.981048e-001	-8.362841e-001	-9.503333e-002	1.143317e-001	-5.843492e-002	-8.416349e-002	-2.659746e-001	-9.131746e-003	-1.458492e-001	-7.304873e-001	-3.187365e-001	1.792032e-001	-8.661032e-001	6.306444e-001	-6.275397e-002	-6.210698e-001	
1.788413e-002	7.837079e-001	-4.165190e-001	-2.349460e-001	-6.425222e-001	-7.939651e-001	-7.421857e-001	-2.207746e-001	-7.819937e-001	5.039825e-001	-7.569048e-001	-5.820429e-001	2.835411e+000	-1.302492e-001	-1.245683e-001	-2.773635e-001	-1.250740e+000	-3.547603e-001	2.824837e+000	-1.626963e+000	-1.222286e-001	-4.760159e-001	-1.158413e-001	2.299486e+000	4.247005e+000	-6.384841e-001	2.287367e+000	1.535132e+000	-5.120349e-001	-2.884635e-001	-2.785746e-001	-4.049317e-001	-1.637492e-001	-4.888873e-001	-1.287365e-001	-1.141968e-001	-1.188803e+000	4.299444e-001	-1.745540e-001	-7.209698e-001	
-1.861159e-001	2.060708e+000	-6.112190e-001	-1.481460e-001	-9.729222e-001	-2.694651e-001	-8.114857e-001	-3.561746e-001	-8.063937e-001	3.973825e-001	-6.514048e-001	-6.400429e-001	5.762211e+000	-1.779492e-001	-1.431683e-001	-4.026635e-001	-1.332240e+000	-3.921603e-001	6.374937e+000	-1.466563e+000	-7.342857e-002	-8.609159e-001	-2.342413e-001	1.223986e+000	4.998305e+000	-8.316841e-001	1.397367e+000	1.659132e+000	-3.980349e-001	-3.113635e-001	-4.329746e-001	-5.902317e-001	-3.500492e-001	-4.746873e-001	-1.117365e-001	-1.176968e-001	-1.110803e+000	7.245444e-001	-3.035540e-001	-7.800698e-001	
-1.212159e-001	1.018108e+000	-6.042190e-001	-1.944460e-001	-9.555222e-001	-1.258665e+000	-1.069886e+000	9.036254e-001	-7.982937e-001	2.598254e-002	-5.107048e-001	-7.494286e-002	3.065811e+000	8.820508e-001	-1.296683e-001	-3.722635e-001	-1.024540e+000	5.626397e-001	4.820937e+000	-1.163963e+000	-6.882857e-002	5.616841e-001	-2.776413e-001	-4.200143e-001	7.158605e+000	1.710916e+000	1.640667e-001	-2.006825e-002	5.748565e+000	-3.960635e-001	-9.427460e-002	6.440268e+000	-6.534921e-002	-7.604873e-001	-3.411365e-001	-8.369683e-002	-2.160703e+000	6.694444e-001	1.697460e-001	-7.384698e-001	
