1.251259e-003	5.635853e-001	1.933042e-001	8.087405e-001	5.850093e-001	4.798730e-001	3.502915e-001	8.959624e-001	8.228401e-001	7.466048e-001	
1.741081e-001	8.589434e-001	7.105014e-001	5.135350e-001	3.039949e-001	1.498459e-002	9.140294e-002	3.644520e-001	1.473128e-001	1.658986e-001	
9.885250e-001	4.456923e-001	1.190832e-001	4.669332e-003	8.911405e-003	3.778802e-001	5.316630e-001	5.711844e-001	6.017640e-001	6.071657e-001	
1.662343e-001	6.630451e-001	4.507889e-001	3.521226e-001	5.703909e-002	6.076846e-001	7.833186e-001	8.026063e-001	5.198828e-001	3.019501e-001	
8.759728e-001	7.266762e-001	9.559008e-001	9.257179e-001	5.393536e-001	1.423383e-001	4.620808e-001	2.353282e-001	8.622394e-001	2.096011e-001	
7.796564e-001	8.436537e-001	9.967956e-001	9.996948e-001	6.114994e-001	3.924375e-001	2.662130e-001	2.972808e-001	8.401440e-001	2.374340e-002	
3.758660e-001	9.262368e-002	6.772057e-001	5.621509e-002	8.789331e-003	9.187902e-001	2.758873e-001	2.728965e-001	5.879086e-001	6.911832e-001	
8.376110e-001	7.264931e-001	4.849391e-001	2.053591e-001	7.437361e-001	4.684591e-001	4.579608e-001	9.491562e-001	7.444380e-001	1.082797e-001	
5.990478e-001	3.852351e-001	7.350078e-001	6.089663e-001	5.724052e-001	3.613392e-001	1.515549e-001	2.251045e-001	4.251534e-001	8.028809e-001	
5.171056e-001	9.899899e-001	7.515488e-001	3.455611e-001	1.689810e-001	6.573077e-001	4.918973e-001	6.353954e-002	6.997589e-001	5.048067e-001	
1.474960e-001	9.495834e-001	1.415754e-001	9.051180e-001	6.928922e-001	3.030488e-001	4.265572e-001	7.037568e-002	9.666128e-001	6.831874e-001	
1.532334e-001	8.772546e-001	8.216803e-001	5.820490e-001	1.913511e-001	1.778924e-001	8.171941e-001	4.752647e-001	1.555528e-001	5.039216e-001	
7.320170e-001	4.055910e-001	2.795801e-001	5.687429e-001	6.822413e-001	7.558519e-001	7.219153e-001	4.752953e-001	1.230201e-001	3.678091e-001	
8.346812e-001	3.509629e-002	5.170141e-001	6.629841e-001	4.262215e-001	1.046785e-001	9.493393e-001	9.213843e-001	5.495468e-001	3.459883e-001	
4.717246e-001	3.749809e-001	8.469802e-001	3.168737e-001	4.560991e-001	2.718894e-001	9.829707e-001	2.977996e-001	7.391888e-001	5.672781e-001	
1.959899e-001	7.613147e-001	8.394421e-001	3.976562e-001	5.009003e-001	8.901639e-001	2.746666e-002	9.946287e-001	5.725883e-001	5.050813e-002	
5.313272e-001	1.940672e-001	8.430433e-001	6.267586e-001	6.576128e-001	1.978515e-001	8.421583e-001	1.233253e-001	1.099277e-001	7.431257e-001	
3.140660e-001	9.410688e-001	2.860805e-001	3.363140e-001	1.402631e-001	7.330851e-001	8.346202e-001	7.079989e-001	6.002380e-001	7.472152e-001	
2.527238e-001	1.444746e-001	1.617481e-003	6.100650e-002	8.062380e-001	8.526261e-001	2.105777e-001	1.156041e-001	5.532090e-001	1.425214e-002	
1.137730e-001	4.545122e-001	7.522202e-001	6.861476e-001	5.434431e-001	7.388531e-002	4.367199e-001	2.019410e-001	6.962188e-001	2.903531e-001	
4.366894e-001	2.324290e-001	5.778680e-001	5.325785e-001	6.286813e-001	1.601917e-001	5.041353e-001	9.630421e-001	6.957610e-001	9.248024e-001	
1.899472e-001	3.359478e-001	1.783502e-001	9.951781e-001	4.574419e-001	9.980163e-001	9.750664e-002	6.251717e-001	9.439375e-002	4.377270e-001	
9.315165e-001	4.843287e-002	8.946196e-001	2.900174e-001	2.273019e-001	7.690664e-001	4.107181e-001	2.019715e-001	6.280709e-001	6.041444e-001	
4.516129e-001	4.663533e-001	5.978271e-001	6.347240e-001	8.547929e-001	8.287912e-001	6.247749e-001	7.209082e-001	5.657521e-001	3.751335e-001	
1.842708e-001	7.379070e-001	5.551317e-001	9.050874e-001	2.428663e-001	1.889401e-001	6.047243e-001	6.985076e-001	5.846126e-001	3.512986e-001	
4.944609e-001	8.038575e-002	7.407453e-001	6.120487e-001	6.203803e-001	6.911222e-001	8.045289e-001	1.491134e-001	5.760369e-001	8.677328e-001	
9.115574e-001	6.147038e-001	7.276833e-001	4.321421e-002	6.677755e-001	9.765313e-001	3.150121e-001	5.692007e-001	3.058260e-001	1.739250e-001	
1.085543e-001	8.690451e-001	8.512223e-001	7.443159e-001	1.548814e-001	3.269143e-001	7.934812e-002	7.660146e-002	6.409803e-001	8.200018e-001	
5.450911e-001	4.482559e-001	4.089785e-001	2.987457e-001	4.655599e-001	5.012055e-001	1.526536e-001	3.230384e-001	7.379986e-001	3.138829e-001	
8.266854e-001	9.590747e-001	8.733482e-001	7.250282e-001	3.000580e-001	9.439985e-001	1.272317e-001	6.573687e-002	7.849666e-001	5.245827e-001	
6.096377e-001	9.561144e-001	7.226783e-002	8.756371e-001	6.538591e-001	3.221229e-001	1.048006e-001	5.050508e-001	2.270882e-001	2.902921e-001	
9.199805e-001	5.511643e-001	6.628010e-001	1.145360e-001	4.925382e-001	3.791314e-001	4.968108e-001	7.933592e-001	5.092624e-001	3.823664e-001	
6.881619e-001	5.321512e-001	6.062807e-001	3.951842e-001	5.890072e-003	7.078768e-001	1.006195e-001	6.230659e-001	8.632466e-001	4.915006e-001	
7.473373e-001	4.969024e-001	3.801080e-001	7.853633e-001	5.528123e-001	3.570971e-001	9.557176e-001	6.308481e-001	1.765801e-001	3.742485e-001	
1.316263e-001	7.432783e-001	9.517197e-001	6.119877e-001	2.783288e-002	3.298441e-001	5.590991e-002	6.392102e-001	1.316263e-001	8.470717e-001	
